set,npts,k,QQ,xB,t,ReH_km15,ReE_km15,ReHt_km15,dvcs_km15,fit_ReH,efit_ReH_low,efit_ReH_high,fit_ReE,efit_ReE_low,efit_ReE_high,fit_ReHt,efit_ReHt_low,efit_ReHt_high,fit_dvcs,efit_dvcs_low,efit_dvcs_high,xmi_ReH,exmi_ReH,xmi_ReE,exmi_ReE,xmi_ReHt,exmi_ReHt,xmi_dvcs,exmi_dvcs,sys_ReH,sys_ReE,sys_ReHt,sys_dvcs
91,13,5.75,2.35,0.365,-0.34,-2.43882,1.81615,0.890842,0.00992967,-0.333995,5.49116,2.83237,5.77779,13.0424,5.11913,-3.44181,0.121556,8.78687,0.00522462,0.00518606,0.0156464,-1.82319,0.330083,0.936192,2.94176,1.33749,0.865386,0.0102821,0.000899486,1.09182,3.13365,1.86135,0.00265908
92,11,5.75,2.35,0.365,-0.45,-2.3407,1.61191,0.664593,0.00821238,0.0313705,3.91943,2.158,5.44944,11.8971,4.22201,-2.58765,0.541723,6.10421,2.85571e-05,4.18266e-06,0.00957119,-0.992191,0.076112,0.47797,1.11323,1.79142,0.308344,0.00389476,0.000276558,0.649668,1.62884,1.26671,0.00123054
93,17,5.75,2.97,0.364,-0.2,-2.50044,2.1375,1.28563,0.00630382,-3.31286,5.33715,5.45887,12.7418,21.2918,0.0831895,2.03383,7.17637,5.67997,0.00537783,0.00534704,0.0113596,-3.27901,0.295396,2.17512,4.61604,2.14125,1.09721,0.00655794,0.00101434,1.31748,3.68859,2.43589,0.00222882
94,22,5.75,2.97,0.365,-0.26,-2.48531,1.9901,1.0976,0.00553927,-1.36491,1.13262,8.46096,11.93,14.0794,14.0794,1.39397,10.8387,0.137292,0.00670763,0.0103033,0.00227294,-0.684387,0.412913,3.19388,4.1269,1.88746,0.868748,0.00588085,0.000608655,0.487288,1.31755,0.71041,0.00024463
95,24,5.75,2.97,0.365,-0.34,-2.43882,1.81615,0.890842,0.00473495,2.36037,2.45568,5.52792,6.89704,14.1616,3.99988,-3.56337,1.22191e-06,8.90842,0.00039689,0.000378528,0.00713512,0.110677,0.248898,3.03073,1.75914,2.19363,0.568581,0.00377138,0.000578396,0.584868,4.83735,0.502214,0.000536096
96,23,5.75,2.97,0.365,-0.45,-2.3407,1.61191,0.664593,0.00390599,-1.33041,0.819022,6.40733,9.67144,16.1191,6.38153e-06,3.81009,6.46846,0.177475,0.00585433,0.00549678,0.00102905,1.02464,0.298803,2.49008,1.80479,1.07582,0.537925,0.0039773,0.000374426,0.287374,2.75505,0.83849,0.000224918
97,7,5.75,2.44,0.393,-0.21,-2.40533,2.11182,1.23943,0.0113965,-0.502567,13.9294,4.65624,12.6708,21.1181,0.000143037,7.38901,12.3467,0.0475826,0.000660627,0.000612035,0.0580915,-5.28603,0.870957,1.23638,5.46489,-0.734679,1.56572,0.0238381,0.0031711,2.30849,9.80341,5.31166,0.00488087
98,12,5.75,2.48,0.4,-0.26,-2.36816,1.9901,1.09254,0.00980468,0.811411,6.97211,1.51361,9.74097,17.7014,2.19963,-2.77181,1.59834,9.32704,0.000193098,0.000155593,0.0179723,-1.69601,0.157362,0.842433,1.72122,2.99937,0.569196,0.00589594,0.000763699,1.84325,3.31832,2.72868,0.00412758
99,11,5.75,2.48,0.399,-0.34,-2.32412,1.81615,0.898797,0.00848686,0.132717,5.82536,3.40174,10.6308,17.8954,0.266153,-3.59518,3.81458e-06,8.98797,0.00525037,0.00521978,0.0145125,-1.14562,0.325074,1.11491,3.32345,1.55756,0.807385,0.0087585,0.000873901,0.98046,3.6395,1.23882,0.00186918
100,10,5.75,2.48,0.399,-0.45,-2.23122,1.61191,0.684863,0.00710207,-0.95171,4.22111,4.22111,9.4385,15.8861,0.232954,4.09669,6.83614,0.0124898,0.0102105,0.0101867,0.00269785,-2.10296,0.323727,-0.279672,2.43965,1.07951,0.788257,0.00600315,0.000671786,0.986704,2.3276,1.83612,0.00193036
101,11,5.75,3.12,0.391,-0.21,-2.41172,2.11182,1.24032,0.00527107,-14.4703,5.90573e-08,17.8404,-8.44728,1.25772e-08,21.1182,-4.96125,3.67693e-05,12.4032,0.0425511,0.0399346,0.0071687,-10.075,0.206877,7.02862,2.83504,1.79455,0.399175,0.0292148,0.000283191,0.723091,3.76411,0.956724,0.00160584
102,16,5.75,3.18,0.399,-0.26,-2.37141,1.9901,1.09269,0.00449259,-2.60218,8.57489,4.99786,-1.77656,6.18384,13.7172,1.68387,6.05464,4.87228,0.0021022,0.00207599,0.00891342,-3.38792,0.270414,-2.28925,2.69111,0.867458,0.909819,0.00485261,0.000564462,2.47562,10.5295,2.31315,0.00301762
103,21,5.75,3.18,0.4,-0.34,-2.32085,1.81615,0.899007,0.00388168,1.75595,5.79058,7.41091,-7.26459,2.34692e-05,18.1615,-1.68869,1.90734,7.08273,0.000211275,0.000177485,0.00727502,-1.41884,0.340475,2.04261,3.04418,1.64053,0.807443,0.00351363,0.000414786,1.37374,3.05985,1.9517,0.00123296
104,22,5.75,3.18,0.4,-0.45,-2.22808,1.61191,0.685424,0.00323994,0.600048,3.90328,3.33409,8.74871,15.1963,0.922738,-2.74169,1.54055e-06,6.85423,0.00245679,0.00218426,0.00349547,-0.112215,0.307642,1.66275,2.40913,1.18987,0.742324,0.00361317,0.000284971,0.692758,2.05304,0.869028,0.000492674
105,9,5.75,2.81,0.433,-0.27,-2.25881,1.96702,1.06251,0.00646219,-1.59575,11.9571,1.69282,-0.92699,6.9411,12.7291,-3.18591,1.06414,9.56098,1.01507e-05,3.79651e-06,0.0241649,-5.39898,0.0822552,-4.21936,1.95332,-2.0093,0.657244,0.00754493,0.000423914,0.785522,2.9935,1.06368,0.00116297
106,10,5.75,2.96,0.449,-0.34,-2.16619,1.81615,0.907682,0.00487662,-1.40183,3.30619,3.18557,8.03049,15.2951,2.86643,4.33174,7.96247,1.11435,0.00156011,0.00153846,0.00519889,-1.73262,0.982346,2.88793,0.140174,1.00888,1.71248,0.00432704,0.000964122,1.6281,0.683433,2.71519,0.0017887
107,14,5.75,3.05,0.461,-0.45,-2.04342,1.61191,0.71621,0.00377848,-1.06397,6.2877,0.94012,1.20529,11.5419,11.5419,1.37357,0.177413,6.98469,0.00227258,0.000726404,0.00495912,-1.25093,0.223154,1.56055,2.27469,1.42663,0.727652,0.00250033,0.00035785,0.337525,2.844,0.74253,0.000315825
108,12,5.75,3.5,0.43,-0.28,-2.26285,1.94434,1.03868,0.00320346,-13.5626,0.0145031,13.0693,11.0342,18.8115,0.631887,5.56251,9.71723,0.669578,0.0108991,0.0108892,0.00765963,-8.52117,0.0311486,-5.99621,0.298733,-3.46157,0.150382,0.00803806,0.000307135,0.875526,3.68926,2.00422,0.000935866
109,15,5.75,3.63,0.451,-0.34,-2.1601,1.81615,0.907971,0.00258064,0.840597,7.97412,2.28469,8.80544,16.0701,2.09147,-3.55806,0.0738217,9.00589,0.000639341,0.000629519,0.00593489,-1.80137,0.318246,1.87112,2.61901,1.59771,0.768912,0.00223403,0.000311046,2.00523,3.50578,3.05043,0.00130036
110,16,5.75,3.77,0.475,-0.45,-2.00286,1.61191,0.72239,0.00195106,-4.03511,5.32806,7.09792,9.67145,16.1191,5.30136e-07,4.21625,7.10581,0.118084,0.00291404,0.00289648,0.000839217,-0.952082,0.263261,2.35201,2.11985,0.969479,0.554079,0.00149807,0.000168045,1.65158,5.31726,1.34467,0.000836928
